Compound,Negative,Neutral,Positive,Tweet Date,Tweets Ago,User
0.4926,0.825,0.0,0.175,Mon Sep 17 22:20:05 +0000 2018,82,@CNN
0.0,1.0,0.0,0.0,Mon Sep 17 22:20:02 +0000 2018,83,@CNN
0.128,0.939,0.0,0.061,Mon Sep 17 22:20:02 +0000 2018,84,@CNN
0.3612,0.762,0.0,0.238,Mon Sep 17 22:20:00 +0000 2018,85,@CNN
0.0,1.0,0.0,0.0,Mon Sep 17 22:20:00 +0000 2018,86,@CNN
0.5267,0.833,0.0,0.167,Mon Sep 17 22:19:59 +0000 2018,87,@CNN
0.5574,0.841,0.0,0.159,Mon Sep 17 22:19:58 +0000 2018,88,@CNN
0.128,0.758,0.112,0.13,Mon Sep 17 22:19:56 +0000 2018,89,@CNN
0.5267,0.595,0.0,0.405,Mon Sep 17 22:19:56 +0000 2018,90,@CNN
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:51 +0000 2018,91,@CNN
0.5859,0.593,0.0,0.407,Mon Sep 17 22:19:50 +0000 2018,92,@CNN
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:50 +0000 2018,93,@CNN
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:50 +0000 2018,94,@CNN
-0.8591,0.612,0.388,0.0,Mon Sep 17 22:19:49 +0000 2018,95,@CNN
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:49 +0000 2018,96,@CNN
-0.2415,0.869,0.131,0.0,Mon Sep 17 22:19:48 +0000 2018,97,@CNN
0.4199,0.843,0.0,0.157,Mon Sep 17 22:19:48 +0000 2018,98,@CNN
-0.296,0.635,0.206,0.159,Mon Sep 17 22:19:47 +0000 2018,99,@CNN
-0.5255,0.635,0.246,0.119,Mon Sep 17 22:19:47 +0000 2018,100,@CNN
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:46 +0000 2018,1,@FoxNews
0.6249,0.423,0.0,0.577,Mon Sep 17 22:19:46 +0000 2018,2,@FoxNews
0.5362,0.591,0.0,0.409,Mon Sep 17 22:19:46 +0000 2018,3,@FoxNews
0.3818,0.776,0.0,0.224,Mon Sep 17 22:19:45 +0000 2018,4,@FoxNews
0.2732,0.884,0.0,0.116,Mon Sep 17 22:19:45 +0000 2018,5,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:45 +0000 2018,6,@FoxNews
0.6486,0.773,0.0,0.227,Mon Sep 17 22:19:45 +0000 2018,7,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:44 +0000 2018,8,@FoxNews
0.4291,0.485,0.146,0.369,Mon Sep 17 22:19:44 +0000 2018,9,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:44 +0000 2018,10,@FoxNews
-0.2732,0.896,0.104,0.0,Mon Sep 17 22:19:42 +0000 2018,11,@FoxNews
0.3802,0.755,0.0,0.245,Mon Sep 17 22:19:42 +0000 2018,12,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:42 +0000 2018,13,@FoxNews
-0.5994,0.813,0.187,0.0,Mon Sep 17 22:19:42 +0000 2018,14,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:41 +0000 2018,15,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:41 +0000 2018,16,@FoxNews
-0.6908,0.759,0.241,0.0,Mon Sep 17 22:19:41 +0000 2018,17,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:41 +0000 2018,18,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:40 +0000 2018,19,@FoxNews
0.3612,0.889,0.0,0.111,Mon Sep 17 22:19:39 +0000 2018,20,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:39 +0000 2018,21,@FoxNews
-0.5423,0.8,0.2,0.0,Mon Sep 17 22:19:39 +0000 2018,22,@FoxNews
-0.6705,0.757,0.243,0.0,Mon Sep 17 22:19:38 +0000 2018,23,@FoxNews
-0.4215,0.843,0.157,0.0,Mon Sep 17 22:19:38 +0000 2018,24,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:38 +0000 2018,25,@FoxNews
-0.4295,0.725,0.189,0.086,Mon Sep 17 22:19:37 +0000 2018,26,@FoxNews
0.2732,0.884,0.0,0.116,Mon Sep 17 22:19:37 +0000 2018,27,@FoxNews
-0.3818,0.86,0.14,0.0,Mon Sep 17 22:19:36 +0000 2018,28,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:36 +0000 2018,29,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:36 +0000 2018,30,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:35 +0000 2018,31,@FoxNews
-0.1027,0.608,0.209,0.182,Mon Sep 17 22:19:35 +0000 2018,32,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:35 +0000 2018,33,@FoxNews
0.3182,0.859,0.0,0.141,Mon Sep 17 22:19:33 +0000 2018,34,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:33 +0000 2018,35,@FoxNews
-0.3089,0.894,0.106,0.0,Mon Sep 17 22:19:33 +0000 2018,36,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:33 +0000 2018,37,@FoxNews
0.2732,0.884,0.0,0.116,Mon Sep 17 22:19:32 +0000 2018,38,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:32 +0000 2018,39,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:31 +0000 2018,40,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:31 +0000 2018,41,@FoxNews
-0.3818,0.598,0.245,0.158,Mon Sep 17 22:19:29 +0000 2018,42,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:29 +0000 2018,43,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:29 +0000 2018,44,@FoxNews
0.7568,0.581,0.0,0.419,Mon Sep 17 22:19:29 +0000 2018,45,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:28 +0000 2018,46,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:27 +0000 2018,47,@FoxNews
0.4404,0.838,0.0,0.162,Mon Sep 17 22:19:27 +0000 2018,48,@FoxNews
0.2732,0.884,0.0,0.116,Mon Sep 17 22:19:27 +0000 2018,49,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:27 +0000 2018,50,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:26 +0000 2018,51,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:26 +0000 2018,52,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:25 +0000 2018,53,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:25 +0000 2018,54,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:25 +0000 2018,55,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:25 +0000 2018,56,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:23 +0000 2018,57,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:23 +0000 2018,58,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:22 +0000 2018,59,@FoxNews
-0.6476,0.737,0.263,0.0,Mon Sep 17 22:19:21 +0000 2018,60,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:21 +0000 2018,61,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:21 +0000 2018,62,@FoxNews
0.3612,0.889,0.0,0.111,Mon Sep 17 22:19:21 +0000 2018,63,@FoxNews
0.5719,0.654,0.0,0.346,Mon Sep 17 22:19:20 +0000 2018,64,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:19 +0000 2018,65,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:19 +0000 2018,66,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:18 +0000 2018,67,@FoxNews
-0.4404,0.847,0.153,0.0,Mon Sep 17 22:19:18 +0000 2018,68,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:17 +0000 2018,69,@FoxNews
-0.5574,0.69,0.31,0.0,Mon Sep 17 22:19:17 +0000 2018,70,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:17 +0000 2018,71,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:16 +0000 2018,72,@FoxNews
-0.8625,0.593,0.407,0.0,Mon Sep 17 22:19:16 +0000 2018,73,@FoxNews
0.2732,0.884,0.0,0.116,Mon Sep 17 22:19:16 +0000 2018,74,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:15 +0000 2018,75,@FoxNews
0.2023,0.726,0.12,0.154,Mon Sep 17 22:19:15 +0000 2018,76,@FoxNews
-0.3875,0.889,0.111,0.0,Mon Sep 17 22:19:15 +0000 2018,77,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:13 +0000 2018,78,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:13 +0000 2018,79,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:13 +0000 2018,80,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:13 +0000 2018,81,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:13 +0000 2018,82,@FoxNews
-0.3612,0.912,0.088,0.0,Mon Sep 17 22:19:12 +0000 2018,83,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:12 +0000 2018,84,@FoxNews
0.168,0.726,0.121,0.153,Mon Sep 17 22:19:11 +0000 2018,85,@FoxNews
0.2023,0.763,0.102,0.136,Mon Sep 17 22:19:11 +0000 2018,86,@FoxNews
0.2732,0.884,0.0,0.116,Mon Sep 17 22:19:10 +0000 2018,87,@FoxNews
-0.5859,0.787,0.213,0.0,Mon Sep 17 22:19:10 +0000 2018,88,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:09 +0000 2018,89,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:09 +0000 2018,90,@FoxNews
-0.7177,0.76,0.24,0.0,Mon Sep 17 22:19:08 +0000 2018,91,@FoxNews
-0.4767,0.819,0.181,0.0,Mon Sep 17 22:19:08 +0000 2018,92,@FoxNews
0.4215,0.604,0.121,0.275,Mon Sep 17 22:19:07 +0000 2018,93,@FoxNews
0.2732,0.884,0.0,0.116,Mon Sep 17 22:19:06 +0000 2018,94,@FoxNews
0.34,0.87,0.0,0.13,Mon Sep 17 22:19:06 +0000 2018,95,@FoxNews
-0.5849,0.744,0.256,0.0,Mon Sep 17 22:19:06 +0000 2018,96,@FoxNews
-0.3818,0.802,0.137,0.061,Mon Sep 17 22:19:06 +0000 2018,97,@FoxNews
0.0,1.0,0.0,0.0,Mon Sep 17 22:19:05 +0000 2018,98,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:04 +0000 2018,99,@FoxNews
-0.4466,0.845,0.155,0.0,Mon Sep 17 22:19:04 +0000 2018,100,@FoxNews
-0.34,0.686,0.196,0.118,Mon Sep 17 22:19:02 +0000 2018,1,@nytimes
0.34,0.629,0.143,0.227,Mon Sep 17 22:18:58 +0000 2018,2,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:56 +0000 2018,3,@nytimes
-0.2732,0.861,0.139,0.0,Mon Sep 17 22:18:55 +0000 2018,4,@nytimes
-0.34,0.61,0.244,0.146,Mon Sep 17 22:18:55 +0000 2018,5,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:53 +0000 2018,6,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:53 +0000 2018,7,@nytimes
0.3818,0.852,0.0,0.148,Mon Sep 17 22:18:52 +0000 2018,8,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:52 +0000 2018,9,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:52 +0000 2018,10,@nytimes
-0.836,0.692,0.308,0.0,Mon Sep 17 22:18:51 +0000 2018,11,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:51 +0000 2018,12,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:51 +0000 2018,13,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:49 +0000 2018,14,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:49 +0000 2018,15,@nytimes
-0.7351,0.763,0.237,0.0,Mon Sep 17 22:18:49 +0000 2018,16,@nytimes
0.4939,0.699,0.077,0.224,Mon Sep 17 22:18:48 +0000 2018,17,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:42 +0000 2018,18,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:42 +0000 2018,19,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:41 +0000 2018,20,@nytimes
-0.5707,0.575,0.425,0.0,Mon Sep 17 22:18:40 +0000 2018,21,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:39 +0000 2018,22,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:39 +0000 2018,23,@nytimes
0.5574,0.685,0.0,0.315,Mon Sep 17 22:18:39 +0000 2018,24,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:37 +0000 2018,25,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:37 +0000 2018,26,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:36 +0000 2018,27,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:33 +0000 2018,28,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:32 +0000 2018,29,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:32 +0000 2018,30,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:31 +0000 2018,31,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:31 +0000 2018,32,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:30 +0000 2018,33,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:29 +0000 2018,34,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:28 +0000 2018,35,@nytimes
0.7579,0.755,0.0,0.245,Mon Sep 17 22:18:25 +0000 2018,36,@nytimes
0.6369,0.833,0.0,0.167,Mon Sep 17 22:18:24 +0000 2018,37,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:23 +0000 2018,38,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:22 +0000 2018,39,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:20 +0000 2018,40,@nytimes
0.5574,0.847,0.0,0.153,Mon Sep 17 22:18:18 +0000 2018,41,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:16 +0000 2018,42,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:16 +0000 2018,43,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:16 +0000 2018,44,@nytimes
0.4404,0.854,0.0,0.146,Mon Sep 17 22:18:13 +0000 2018,45,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:12 +0000 2018,46,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:12 +0000 2018,47,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:18:10 +0000 2018,48,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:10 +0000 2018,49,@nytimes
0.4019,0.748,0.0,0.252,Mon Sep 17 22:18:07 +0000 2018,50,@nytimes
0.6908,0.787,0.0,0.213,Mon Sep 17 22:18:05 +0000 2018,51,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:18:05 +0000 2018,52,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:59 +0000 2018,53,@nytimes
0.34,0.629,0.143,0.227,Mon Sep 17 22:17:57 +0000 2018,54,@nytimes
0.636,0.755,0.0,0.245,Mon Sep 17 22:17:56 +0000 2018,55,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:56 +0000 2018,56,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:54 +0000 2018,57,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:54 +0000 2018,58,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:52 +0000 2018,59,@nytimes
0.4404,0.847,0.0,0.153,Mon Sep 17 22:17:51 +0000 2018,60,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:51 +0000 2018,61,@nytimes
-0.7269,0.783,0.217,0.0,Mon Sep 17 22:17:51 +0000 2018,62,@nytimes
-0.4023,0.689,0.311,0.0,Mon Sep 17 22:17:50 +0000 2018,63,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:46 +0000 2018,64,@nytimes
0.4939,0.699,0.077,0.224,Mon Sep 17 22:17:46 +0000 2018,65,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:46 +0000 2018,66,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:45 +0000 2018,67,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:44 +0000 2018,68,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:43 +0000 2018,69,@nytimes
0.6908,0.778,0.0,0.222,Mon Sep 17 22:17:42 +0000 2018,70,@nytimes
-0.0516,0.758,0.126,0.116,Mon Sep 17 22:17:42 +0000 2018,71,@nytimes
-0.128,0.778,0.126,0.096,Mon Sep 17 22:17:36 +0000 2018,72,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:34 +0000 2018,73,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:34 +0000 2018,74,@nytimes
-0.4939,0.654,0.235,0.112,Mon Sep 17 22:17:34 +0000 2018,75,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:34 +0000 2018,76,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:33 +0000 2018,77,@nytimes
-0.4588,0.85,0.15,0.0,Mon Sep 17 22:17:32 +0000 2018,78,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:31 +0000 2018,79,@nytimes
-0.3182,0.83,0.114,0.057,Mon Sep 17 22:17:31 +0000 2018,80,@nytimes
0.128,0.927,0.0,0.073,Mon Sep 17 22:17:30 +0000 2018,81,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:29 +0000 2018,82,@nytimes
0.34,0.629,0.143,0.227,Mon Sep 17 22:17:29 +0000 2018,83,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:27 +0000 2018,84,@nytimes
-0.0572,0.94,0.06,0.0,Mon Sep 17 22:17:25 +0000 2018,85,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:24 +0000 2018,86,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:23 +0000 2018,87,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:22 +0000 2018,88,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:19 +0000 2018,89,@nytimes
-0.5267,0.841,0.159,0.0,Mon Sep 17 22:17:16 +0000 2018,90,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:14 +0000 2018,91,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:14 +0000 2018,92,@nytimes
0.4588,0.786,0.0,0.214,Mon Sep 17 22:17:13 +0000 2018,93,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:12 +0000 2018,94,@nytimes
-0.5267,0.644,0.242,0.114,Mon Sep 17 22:17:11 +0000 2018,95,@nytimes
-0.3612,0.878,0.122,0.0,Mon Sep 17 22:17:10 +0000 2018,96,@nytimes
-0.34,0.686,0.196,0.118,Mon Sep 17 22:17:10 +0000 2018,97,@nytimes
-0.2755,0.768,0.232,0.0,Mon Sep 17 22:17:10 +0000 2018,98,@nytimes
0.0,1.0,0.0,0.0,Mon Sep 17 22:17:08 +0000 2018,99,@nytimes
0.3612,0.889,0.0,0.111,Mon Sep 17 22:17:07 +0000 2018,100,@nytimes
